pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
1309885	Single Board Computer	GL.iNet	Domino Pi	NULL	https://fccid.io/2AE94DOMINO-9331	Discontinued 2017		https://git.lede-project.org/?p=source.git;a=commit;h=1a092ce0e09a4175bb58f8b2dad3615edc7df0ba	17.01.0	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	16	64	2	-	¿	¿	-		Atheros AR9331	b/g/n	-		ath9k	1	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	No	¿	¿	12	5 VDC, max. 6.5W		View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=294838\\	NULL	Domino Pi	Domino Pi	NULL	https://docs.gl-inet.com/en/2/domino/pi/pi/	http://www.gl-inet.com/firmware/domino/	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-gl-domino-squashfs-sysupgrade.bin	NULL	NULL	NULL		NULL		media:gl.inet:domino_pi.jpg	Domino Pi is a low-cost, compact OpenWrt-based WiFi development board based on Atheros AR9331 WiSoC.
1339644	WiFi Router	AsiaRF	AP7621-001	NULL	NULL	Available 2019	asiarf.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=029c97046468e4a793b5332e999aa42c2e74c84e		snapshot	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621A	2	880	16	256	-	2	¿	Yes	-		MediaTek MT7621A	b/g/n	a/n/ac	MIMO	mt76	4	-	1x 3.0	-		-	-	-		Yes	115200 / 8N1	No	3	1	8	12 VDC, 1.0 A, PoE		View/Edit data	NULL	NULL	AP7621-001	AP7621-001	NULL	https://www.asiarf.com/shop/wifi-wlan/wifi_ap_router/mt7621-enterprise-router-board-2-giga-ethernet-ports-3-mini-pcie-usb-2-0-usb-3-0-gps-ap7621-001-1/		NULL	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-asiarf_ap7621-001-squashfs-sysupgrade.bin	U-Boot TFTP recovery		unknown		media:asiarf:ap7621-001-1_380.jpg	
1345078	WiFi Router	Oyewifi	OYE-0001	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=b6185738150c84e84522df3fc953e921528dbf23	17.01.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	SD	128	5	-	MediaTek MT7620A	Yes	-		MediaTek MT7620A	b/g/n	-		mt76	-	-	1x µUSB (power)	-		-	-	-		Yes	115200 / 8N1	¿	2	1	-	5 VDC (µUSB)		View/Edit data	NULL	NULL	OY-0001	OY-0001	NULL		http://www.oyewifi.com/download.html	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-oy-0001-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-ohyeah_oy-0001-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
1446287	Single Board Computer	Globalscale	ESPRESSObin	V7	NULL	Available 2019	globalscaletechnologies.com, amazon.com, taobao.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=de3387654b5b65dcd9029d68c8c2fab29f6fef84	19.07.0	19.07.4	NULL	mvebu	cortexa53	aarch64_cortex-a53	U-Boot	Marvell Armada 3700LP 88F3720	2	1200	microSDHC	1024	-	3	Marvell Topaz 88E6341	Yes	-		1x mini-PCIe	-	-		NULL	-	-	1x 3.0	1		-	-	-		Yes	115200 / 8N1	Yes	¿	¿	more than 20	12 VDC, 2.0 A	toh:globalscale:globalscale_espressobin_v7	View/Edit data	NULL	NULL	ESPRESSObin	ESPRESSObin	NULL	http://espressobin.net/	http://wiki.espressobin.net/tiki-index.php?page=About+ESPRESSObin	http://downloads.openwrt.org/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-v7-squashfs-sdcard.img.gz	http://downloads.openwrt.org/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-v7-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-v7-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-v7-squashfs-sdcard.img.gz	see git-commit		NULL		media:example:genericrouter1.png	
1446605	Single Board Computer	Marvell	DB-88F3720-DDR3	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=322a02f66607be5fa774f9187003631494bc2809	19.07.0	19.07.5	NULL	mvebu	cortexa53	aarch64_cortex-a53	U-Boot	Marvell Armada 3700LP 88F3720	2	1000	8192 eMMC	4096	-	1	-	¿	-		-	-	-		none	-	-	1x 3.0	1		-	-	-		Yes	¿	Yes	¿	¿	¿	12 VDC		View/Edit data	NULL	NULL	DB-88F3720-DDR3	DB-88F3720-DDR3	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa53/openwrt-19.07.5-mvebu-cortexa53-marvell_armada-3720-db-squashfs-sdcard.img.gz	NULL	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-marvell_armada-3720-db-squashfs-sdcard.img.gz	NULL	see git-commit		unknown		media:example:genericrouter1.png	
1446729	Single Board Computer	Marvell	DB-A380-DDR3-AP	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=66e35c52467cde2fff7c3148b3c3e0f668fb9721	15.05	17.01.4	NULL	mvebu	generic	arm_cortex-a9_vfpv3	¿	Marvell Armada 38x	2	1600	1024NAND	2048	-	3	¿	¿	¿		3x mini-PCIe	¿	¿		unknown	¿	¿	1x 3.0	-		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	Marvell DB-A380-DDR3-AP	Marvell DB-A380-DDR3-AP	NULL			http://downloads.openwrt-project.org/releases/17.01.4/targets/mvebu/generic/	http://downloads.openwrt-project.org/releases/17.01.4/targets/mvebu/generic/	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
1446780	Single Board Computer	Marvell	DB-88F7040-Modular	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5b7b0c68c7659bb4c0d2c3c52946dafd5703cb13	19.07.0	19.07.5	NULL	mvebu	cortexa72	aarch64_cortex-a72	U-Boot	Marvell Armada 88F7040	4	1400	SD	¿	-	2	¿	¿	-		-	-	-		none	-	-	2x 3.0	1		-	-	-		Yes	¿	Yes	¿	¿	¿	¿		View/Edit data	NULL	NULL	DB-88F7040-Modular	DB-88F7040-Modular	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa72/openwrt-19.07.5-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa72/openwrt-19.07.5-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz	unknown		unknown		media:example:genericrouter1.png	
1446873	Single Board Computer	Marvell	DB-88F8040-Modular	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5b7b0c68c7659bb4c0d2c3c52946dafd5703cb13	19.07.0	19.07.5	NULL	mvebu	cortexa72	aarch64_cortex-a72	U-Boot	Marvell Armada 88F8040	4	2000	SD	¿	-	2	¿	¿	-		-	-	-		none	-	-	2x 3.0	2x SATA3		-	-	-		Yes	¿	Yes	¿	¿	¿	¿		View/Edit data	NULL	NULL	DB-88F8040-Modular	DB-88F8040-Modular	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa72/openwrt-19.07.5-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa72/openwrt-19.07.5-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	see git-commit		unknown		media:example:genericrouter1.png	
1447066	Single Board Computer	Marvell	RD-A370-A1	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=25475a095ec71f55826a5864e78e09c27031f179	15.05	19.07.5	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	¿	Marvell Armada 370	1	1200	1024NAND	512	-	5	¿	Yes	¿		2x mini-PCIe	¿	¿		unknown	¿	¿	2x 2.0	-		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	Marvell RD-A370-A1	Marvell RD-A370-A1	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa9/openwrt-19.07.5-mvebu-cortexa9-marvell_a370-rd-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-marvell_a370-rd-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
1447186	Single Board Computer	Marvell	Armada A385 DB AP	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=9be491f084dcbcc8d4e0dcff5c61f604fb3299b4	15.05	19.07.5	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	¿	Marvell Armada 385 88F6820	2	¿	1024NAND	¿	¿	¿	¿	¿	¿		¿	¿	¿		unknown	¿	¿	¿	¿		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	Armada A385 DB AP	Armada 385 DB AP	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa9/openwrt-19.07.5-mvebu-cortexa9-marvell_a385-db-ap-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa9/openwrt-19.07.5-mvebu-cortexa9-marvell_a385-db-ap-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-marvell_a385-db-ap-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-marvell_a385-db-ap-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
1447332	Single Board Computer	Globalscale	Mirabox	NULL	https://fcc.io/YCJ/003-MBX001	unknown 2019	¿	http://¿	15.05	19.07.5	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	U-Boot	Marvell 88F6707	1	1200	1024 eMMC	1024	-	3	¿	¿	-		Marvell 88W8787	b/g/n	-		mwlwifi	-	4.0	2x 3.0	1		-	-	-		Yes	¿	Yes	¿	¿	¿	5 VDC, 3.0 A		View/Edit data	NULL	NULL	Mirabox	Mirabox	https://wikidevi.wi-cat.ru/GlobalScale_MiraBox			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa9/openwrt-19.07.5-mvebu-cortexa9-globalscale_mirabox-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-globalscale_mirabox-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
1447439	Single Board Computer	Marvell	Armada A370 DB	NULL	NULL	unknown 2019	¿	http://¿	15.05	19.07.5	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	¿	Marvell Armada A370	1	¿	¿	¿	¿	¿	¿	¿	¿		¿	¿	¿		unknown	¿	¿	¿	¿		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	Armada A370 DB	Armada A370 DB	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/mvebu/cortexa9/openwrt-19.07.5-mvebu-cortexa9-marvell_a370-db-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-marvell_a370-db-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
1448608	Single Board Computer	Marvell	RD-MV784MP-GP	NULL	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=25475a095ec71f55826a5864e78e09c27031f179	15.05	17.01.4	NULL	mvebu	generic	arm_cortex-a9_vfpv3	¿	Marvell Armada XP MV78460	4	1600	1024NAND	¿	-	4	¿	Yes	¿		3x PCIe	¿	¿		unknown	¿	¿	2x 2.0	-		¿	¿	¿		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	Marvell RD-MV784MP-GP	Marvell RD-MV784MP-GP	NULL			http://downloads.openwrt-project.org/releases/17.01.4/targets/mvebu/generic/	http://downloads.openwrt-project.org/releases/17.01.4/targets/mvebu/generic/	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
1504417	WiFi Router	TP-Link	Archer C50	v4	https://fcc.io/TE7/C50V3	Available 2019	alternate.de, amazon.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=01dcd574a24864c10a9c4df4304a3ce0da5c11a9	19.07.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628A	1	580	8	64	5	-	MediaTek MT7628A	Yes	-		MediaTek MT7628A	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	6	2	-	9 VDC, 0.85 A	toh:tp-link:archer-c50	View/Edit data	https://forum.openwrt.org/t/support-for-archer-c50-v4/20174	NULL	Archer C50	Archer C50	https://wikidevi.wi-cat.ru/TP-LINK_Archer_C50_v4.x	https://www.tp-link.com/en/home-networking/wifi-router/archer-c50/	https://www.tp-link.com/en/support/download/archer-c50/	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-tplink_c50-v4-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_archer-c50-v4-squashfs-sysupgrade.bin	see git-commit	for instructions to create image from squashfs-sysupgrade.bin	see git-commit	for instructions to create tp_recovery.bin image from squashfs-sysupgrade.bin	media/tplink/archerc50/0archerc50_v3v4_front.jpg	Do NOT install squashfs-sysupgrade image via TPlink web UI or TFTP. It will brick router!
1518288	WiFi Router	Head Weblink	HDRM200	NULL	NULL	Available 2019	alibaba.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=52b59a984fd9735d26069b0c31baedf5344703d3	19.07.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	¿	MediaTek MT7620A	1	580	microSD	64	5	1	MediaTek MT7620A	Yes	LTE		MediaTek MT7620A	b/g/n	a/n/ac		unknown	4	-	1x 2.0	-		-	-	-		Yes	¿	¿	3	2	4	12 VDC, 1.0 A		View/Edit data	NULL	NULL	HDRM200	HDRM200	NULL	http://www.headele.com/en/index.php?id=8		http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-head-weblink_hdrm200-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-head-weblink_hdrm200-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-head-weblink_hdrm200-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-head-weblink_hdrm200-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
1518420	WiFi Router	ZBT	WE826-E	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=869376710d70b1e2c9f5265bc8840738794bb280	19.07.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	32	128	5	-	MediaTek MT7620A	Yes	¿		MediaTek MT7620A	b/g/n	-		unknown	¿	-	1x 2.0	-		-	-	-		¿	¿	¿	4	1	-	¿		View/Edit data	NULL	NULL	WE826-E	WE826-E	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-zbtlink_zbt-we826-e-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zbtlink_zbt-we826-e-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:example:genericrouter1.png	
1533257	WiFi AP	Aruba	AP-105	NULL	https://fcc.io/Q9DAP105	Available 2019	amazon.com, amazon.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=aee5c9861996983394ac49f91a831c4641a4bf83	19.07.0	19.07.5	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR7161	1	680	16	128	-	1	-	Yes	-		Atheros AR9223	b/g/n	a/n		ath9k	-	-	-	-		-	-	-		Yes	9600 / 8N1	No	8	1	-	¿	toh:aruba:aruba_ap-105	View/Edit data	NULL	NULL	AP-105	AP-105	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-aruba_ap-105-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-aruba_ap-105-squashfs-sysupgrade.bin	see devicepage		see devicepage		media:example:genericrouter1.png	
1534270	WiFi Router	EnGenius	ECB1750	v1	NULL	Available 2019	amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=30dcbc741d84e36ea5408d99593ccb35f900cb5e	19.07.0	19.07.5	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	1	-	No	-		Qualcomm QCA9880-BR4A (Senao PCE4553AH)	b/g/n	a/n/ac	2.4GHz MIMO 3x3	ath10k-ct	6	-	-	-		-	-	-		Yes	115200 / 8N1	No	4	1	-	12 VDC, 2.0 A, PoE 48 VDC 0.375 A	toh:engenius:engenius_ecb1750	View/Edit data	https://forum.openwrt.org/t/future-of-engenius-ecb1750-project/939/6	NULL	ECB1750	ECB1750	NULL	https://www.engeniusnetworks.eu/products/wireless/indoor-access-points/ecb1750/	https://www.engeniusnetworks.eu/products/wireless/indoor-access-points/ecb1750/	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-engenius_ecb1750-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-engenius_ecb1750-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-engenius_ecb1750-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-engenius_ecb1750-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
1534439	other	Hi-Link	HLK-7628N	NULL	http://fcc.io/2AD56HLK-7628N	Available 2019	alibaba.com, aliexpress.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=671c9d16e382bcace441d8ad07816f8ceeed3612	19.07.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628NN	1	580	32	128	5	-	MediaTek MT7628NN	Yes	-		MediaTek MT7628NN	b/g/n	-		mt76	2	-	-	-		-	-	-		Yes	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	HLK-7628N	HLK-7628N	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-hilink_hlk-7628n-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-hilink_hlk-7628n-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
1534668	WiFi Router	Linksys	EA8300	NULL	https://fcc.io/Q87/-EA8300	Available 2019	amazon.com, amazon.de, reichelt.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=819e7946b0964725dab50c92797f49cf4053d955	19.07.0	19.07.5	Bluetooth	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm IPQ4019	4	717	256NAND	256	-	5	Qualcomm Atheros QCA8075	Yes	-		Qualcomm Atheros QCA9886	b/g/n	a/n/ac		unknown	-	4.1	1x 3.0	-		-	-	-		Yes	115200 / 8N1	¿	4	2	-	12 VDC, 2.0 A	toh:linksys:linksys_ea8300	View/Edit data	NULL	NULL	EA8300	EA8300	https://wikidevi.wi-cat.ru/Linksys_EA8300	https://www.linksys.com/us/p/P-EA8300/	https://www.linksys.com/us/support-article?articleNum=226202	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-linksys_ea8300-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea8300-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin	see git-commit		unknown		media:linksys:ea8300.jpg	
1535647	WiFi Router	Telco Electronics	X1	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=73e0f52b6e4e1c79e4e95573f2050ae9ff10ac00	19.07.0	19.07.5	NULL	ramips	mt7621	mipsel_24kc	¿	MediaTek MT7621	¿	880	16	256	-	5	¿	¿	LTE	LTE modem Sierra Wireless MC74xx	MediaTek MT7612	b/g/n	a/n/ac		mt76	¿	-	-	-		-	-	-		Yes	¿	Yes	6	¿	¿	¿		View/Edit data	NULL	NULL	X1	X1	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-telco-electronics_x1-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-telco-electronics_x1-squashfs-sysupgrade.bin	Sysupgrade		unknown		media:example:genericrouter1.png	
1535995	WiFi Router	TP-Link	Archer D50	v1	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=f5d2c91415a68f554815860d574145644fc31c16	19.07.0	19.07.5	DSL modem	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9531	1	650	8	64	4	-	Broadcom BCM6318	¿	ADSL2+	DSL modem = BCM6318	Qualcomm Atheros QCA9982	b/g/n	a/n/ac		ath10k-ct	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	8	3	-	12 VDC, 1.5 A		View/Edit data	NULL	NULL	Archer D50	Archer D50	https://wikidevi.wi-cat.ru/TP-LINK_Archer_D50_v1.x	https://www.tp-link.com/en/home-networking/dsl-modem-router/archer-d50/	https://www.tp-link.com/en/support/download/archer-d50/v1/	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-tplink_archer-d50-v1-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-d50-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		see git-commit		media:example:genericrouter1.png	
1578192	Single Board Computer	Gainstrong	Oolite	v1.0	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=4ea54b827ffc7a3880ef34d7394c477d62c9d79d	14.07	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	16	64	2	-	¿	No	-		Atheros AR9331	b/g/n	-		ath9k	-	¿	1x 2.0	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:gainstrong:oolitev1	View/Edit data	NULL	NULL	Oolite	Oolite	NULL	http://www.ooioe.com/oolitev1/	https://github.com/ooioe	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-oolite-v1-squashfs-sysupgrade.bin	NULL	NULL	Sysupgrade		unknown		media:example:genericrouter1.png	Vendor firmware is based on OpenWrt.
1590803	WiFi Router	Netgear	WNDRMAC	v1	https://fcc.io/PY3/08300092	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=058998acdb05b859b1a85246fae668132a851756	12.09	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR7161	1	680	16	64	-	5	RealTek RTL8366SR	Yes	-		Atheros AR9223	b/g/n	a/n		ath9k	-	-	1x 2.0	-		-	-	-		¿	¿	¿	¿	¿	-	12 VDC, 2.5 A	toh:netgear:wndr3700	View/Edit data	NULL	NULL	WNDRMAC	WNDRMAC	https://wikidevi.wi-cat.ru/Netgear_WNDRMACv1	https://www.netgear.com/support/product/WNDRMACv1.aspx	https://www.netgear.com/support/product/WNDRMACv1.aspx	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wndrmac-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wndrmac-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wndrmac-v1-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wndrmac-v1-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	WNDRMAC is a WNDR3700v2 in a white case.
